UNINUM,Number,Name,Address,County,City,State,Zip,Service Type,Established Date,Acquired Date
224104,3894,Mcallen Branch,120 West Nolana Street,Hidalgo,Mcallen,TX,78504,Full Service Brick and Mortar Office,03/13/1995,11/21/2003
224105,3903,Dixieland Branch,1206 Dixieland Road,Cameron,Harlingen,TX,78552,Full Service Brick and Mortar Office,05/20/1996,11/21/2003
224106,3905,Mission Branch,2405 Northconway Avenue,Hidalgo,Mission,TX,78574,Full Service Brick and Mortar Office,06/24/1996,11/21/2003
224108,3930,Godley Branch,405 North Highway 171,Johnson,Godley,TX,76044,Full Service Brick and Mortar Office,12/19/1986,11/21/2003
224116,3796,Lakehills Branch,9492 Fm 1283,Bandera,Lakehills,TX,78063,Full Service Brick and Mortar Office,11/09/1987,11/21/2003
224124,5361,Beaver Branch,640 North Main Street,Beaver,Beaver,UT,84713,Full Service Brick and Mortar Office,10/14/1937,02/20/2004
224141,5627,Lake Stevens Branch,1901 Main Street,Snohomish,Lake Stevens,WA,98258,Full Service Brick and Mortar Office,03/30/1963,02/20/2004
224144,5629,Oak Harbor Branch,361 Se Pioneer Way,Island,Oak Harbor,WA,98277,Full Service Brick and Mortar Office,09/17/1934,02/20/2004
224145,5630,Snohomish Branch,1219 13th Street,Snohomish,Snohomish,WA,98290,Full Service Brick and Mortar Office,04/26/1965,02/20/2004
224146,5631,Evergreen Way Branch,7502 Evergreen Way,Snohomish,Everett,WA,98203,Full Service Brick and Mortar Office,09/19/1966,02/20/2004
224150,5632,Marysville Branch,10010 Shoultes Road,Snohomish,Marysville,WA,98270,Full Service Brick and Mortar Office,08/01/1969,02/20/2004
224151,5633,Lynnwood Branch,"4325 198th Street, S.W.",Snohomish,Lynnwood,WA,98036,Full Service Brick and Mortar Office,11/19/1971,02/20/2004
224154,5635,Martha Lake Branch,1232 164th St Sw,Snohomish,Lynnwood,WA,98087,Full Service Brick and Mortar Office,11/28/1977,02/20/2004
224156,5637,Monroe Branch,19501 State Rte 2,Snohomish,Monroe,WA,98272,Full Service Brick and Mortar Office,11/23/1979,02/20/2004
224157,5638,Edmonds Branch,9727 Edmonds Way,Snohomish,Edmonds,WA,98020,Full Service Brick and Mortar Office,02/04/1980,02/20/2004
224158,5639,Canyon Park Branch,22707 Bothell Everett Hwy,Snohomish,Bothell,WA,98021,Full Service Brick and Mortar Office,10/10/1980,02/20/2004
224240,7687,East Norwalk Branch,One Cemetery Street,Fairfield,Norwalk,CT,6855,Full Service Brick and Mortar Office,12/01/1953,03/20/2010
224241,7688,Norwalk Strawberry Hill Branch,295 Westport Avenue,Fairfield,Norwalk,CT,6851,Full Service Brick and Mortar Office,09/24/1962,03/20/2010
224263,9917,Foulk & Naamans Branch,2024 Naamans Road,New Castle,Wilmington,DE,19810,Full Service Brick and Mortar Office,07/16/1964,03/20/2010
224267,9918,Middletown Branch,310 Dove Run Center Boulevard,New Castle,Middletown,DE,19709,Full Service Brick and Mortar Office,01/15/1918,03/20/2010
224268,9919,Newark Branch,622 South College Avenue,New Castle,Newark,DE,19713,Full Service Brick and Mortar Office,12/01/1965,03/20/2010
224269,9920,Hockessin Branch,7270 Lancaster Pike,New Castle,Hockessin,DE,19707,Full Service Brick and Mortar Office,03/01/1966,03/20/2010
224270,9921,Fairfax Branch,2011 Concord Pike,New Castle,Wilmington,DE,19803,Full Service Brick and Mortar Office,09/04/1952,03/20/2010
224272,9922,Penny Hill Branch,814 Philadelphia Pike,New Castle,Wilmington,DE,19809,Full Service Brick and Mortar Office,01/07/1953,03/20/2010
224273,9923,Wilmington Manor Branch,1424 N Dupont Hwy,New Castle,New Castle,DE,19720,Full Service Brick and Mortar Office,07/01/1952,03/20/2010
224275,9924,Dover Parkway Branch,100 North Dupont Highway,Kent,Dover,DE,19901,Full Service Brick and Mortar Office,08/01/1967,03/20/2010
224278,9925,Glasgow Branch,2450 Glasgow Ave,New Castle,Newark,DE,19702,Full Service Brick and Mortar Office,05/26/1970,03/20/2010
224280,9926,Rehoboth-Lewes Branch,18489 Coastal Hwy Unit 1,Sussex,Rehoboth Beach,DE,19971,Full Service Brick and Mortar Office,05/12/1971,03/20/2010
224282,9927,Meadowood Branch,2624 Capitol Trail,New Castle,Newark,DE,19711,Full Service Brick and Mortar Office,11/04/1971,03/20/2010
224293,9928,Greenville Branch,4015 Kennett Pike,New Castle,Greenville,DE,19807,Full Service Brick and Mortar Office,03/12/1980,03/20/2010
224298,9929,Pike Creek Branch,5801 Limestone Road,New Castle,Hockessin,DE,19707,Full Service Brick and Mortar Office,02/23/1991,03/20/2010
224299,9930,Governors Square Branch,1601 Governors Place,New Castle,Bear,DE,19701,Full Service Brick and Mortar Office,09/03/1991,03/20/2010
224321,9094,Fitzgerald Branch,301 West Central Avenue,Ben Hill,Fitzgerald,GA,31750,Full Service Brick and Mortar Office,07/21/1988,03/20/2010
224710,8410,Abbey Plaza Branch,635 Park Street,Gaston,Belmont,NC,28012,Full Service Brick and Mortar Office,12/04/1972,03/20/2010
225095,7862,Euclid Avenue Branch,1700 Euclid Avenue,Bristol,Bristol,VA,24201,Full Service Brick and Mortar Office,12/16/1965,03/20/2010
225106,7853,Shops At Stratford Hills Branch,7119 Forest Hill Avenue,Richmond City,Richmond,VA,23225,Full Service Brick and Mortar Office,04/05/1960,03/20/2010
225115,7859,21st & Granby Branch,2014 Granby Street,Norfolk City,Norfolk,VA,23517,Full Service Brick and Mortar Office,04/12/1949,03/20/2010
225126,7854,Eleventh & Marshall Branch,401 N 11th St,Richmond City,Richmond,VA,23219,Full Service Brick and Mortar Office,09/12/1956,03/20/2010
225130,7855,Parham & Broad Branch,8215 Broad Street,Henrico,Richmond,VA,23294,Full Service Brick and Mortar Office,10/10/1966,03/20/2010
225155,7865,Fox Mill Branch,2575 John Milton Drive,Fairfax,Herndon,VA,20171,Full Service Brick and Mortar Office,05/02/1979,03/20/2010
225162,7867,John Rolfe Place Branch,10821 Ridgefield Parkway,Henrico,Richmond,VA,23233,Full Service Brick and Mortar Office,12/22/1981,03/20/2010
225183,7871,Lynnhaven Mall Branch,675 Lynnhaven Parkway,Virginia Beach City,Virginia Beach,VA,23452,Full Service Brick and Mortar Office,10/27/1988,03/20/2010
225184,7872,Prosperity Centre Branch,701 East Market Street,Loudoun,Leesburg,VA,20176,Full Service Brick and Mortar Office,08/15/1988,03/20/2010
225191,7873,Highland Springs - Airport Branch,81 South Airport Drive,Henrico,Highland Springs,VA,23075,Full Service Brick and Mortar Office,05/14/1990,03/20/2010
225208,8640,Carytown - Cary Court Branch,3201 West Cary Street,Richmond City,Richmond,VA,23221,Full Service Brick and Mortar Office,04/01/1929,03/20/2010
225289,5024,Frontier Village Branch,1831 E State Rte 69,Yavapai,Prescott,AZ,86301,Full Service Brick and Mortar Office,04/02/1962,02/20/2004
225298,5025,Speedway & Silverbell Branch,"1370 North Silverbell Road, Suite #1",Pima,Tucson,AZ,85745,Full Service Brick and Mortar Office,05/24/1965,02/20/2004
225299,5026,Holbrook Branch,266 Navajo Boulevard,Navajo,Holbrook,AZ,86025,Full Service Brick and Mortar Office,10/01/1968,02/20/2004
225301,5028,Snowflake Branch,9 N Main St,Navajo,Snowflake,AZ,85937,Full Service Brick and Mortar Office,11/04/1960,02/20/2004
225302,5029,Window Rock Branch,Highway 264 And Route 12,Apache,Window Rock,AZ,86515,Full Service Brick and Mortar Office,08/15/1962,02/20/2004
225303,5030,Winslow Branch,210 West Second Street,Navajo,Winslow,AZ,86047,Full Service Brick and Mortar Office,09/10/1962,02/20/2004
225304,5031,Tuba City Branch,97 S Main Street,Coconino,Tuba City,AZ,86045,Full Service Brick and Mortar Office,01/26/1970,02/20/2004
225306,5032,Prescott Valley Branch,7520 E State Rte 69,Yavapai,Prescott Valley,AZ,86314,Full Service Brick and Mortar Office,06/28/1971,02/20/2004
225312,5033,Sabino Canyon Branch,7171 East Tanque Verde Road,Pima,Tucson,AZ,85715,Full Service Brick and Mortar Office,09/17/1973,02/20/2004
225313,5034,Green Valley Branch,360 West Continental Road,Pima,Green Valley,AZ,85622,Full Service Brick and Mortar Office,01/02/1974,02/20/2004
225328,5046,Apache Junction Branch,231 South Phelps Drive,Pinal,Apache Junction,AZ,85120,Full Service Brick and Mortar Office,06/10/1988,02/20/2004
225329,5047,Paradise Valley Mall Branch,13015 N Tatum Blvd,Maricopa,Phoenix,AZ,85032,Full Service Brick and Mortar Office,06/16/1990,02/20/2004
225330,5048,35th Avenue & Bell Branch,3501 West Bell Road,Maricopa,Phoenix,AZ,85053,Full Service Brick and Mortar Office,10/30/1990,02/20/2004
225387,9067,Cascade Heights Branch,2280 Cascade Rd Sw,Fulton,Atlanta,GA,30311,Full Service Brick and Mortar Office,10/07/1960,03/20/2010
225414,9073,Holcomb Corners Branch,3374 Holcomb Bridge Road,Gwinnett,Norcross,GA,30092,Full Service Brick and Mortar Office,11/26/1984,03/20/2010
225418,9074,Park 54 Branch,7155 Jonesboro Road,Clayton,Morrow,GA,30260,Full Service Brick and Mortar Office,06/02/1986,03/20/2010
225429,8483,Mall Waters Branch,7939 Waters Avenue,Chatham,Savannah,GA,31406,Full Service Brick and Mortar Office,09/01/1981,03/20/2010
225760,3715,146th & Center Branch,14666 West Center Road,Douglas,Omaha,NE,68144,Full Service Brick and Mortar Office,12/01/1983,11/21/2003
225761,3716,45th & Center Branch,4425 Center Street,Douglas,Omaha,NE,68105,Full Service Brick and Mortar Office,02/11/1985,11/21/2003
225769,8113,Ocean Township Branch,1011 State Rt 35,Monmouth,Ocean,NJ,7712,Full Service Brick and Mortar Office,11/09/1959,03/20/2010
225770,8114,West Long Branch Branch,167 Locust Avenue,Monmouth,West Long Branch,NJ,7764,Full Service Brick and Mortar Office,12/09/1957,03/20/2010
225771,8115,Neptune Community Branch,2433 Corlies Avenue,Monmouth,Neptune,NJ,7753,Full Service Brick and Mortar Office,06/24/1968,03/20/2010
225874,8038,Reamstown Branch,1 N Reamstown Rd,Lancaster,Reamstown,PA,17567,Full Service Brick and Mortar Office,05/06/1963,03/20/2010
225877,8039,Tamaqua Branch,17 W Broad Street,Schuylkill,Tamaqua,PA,18252,Full Service Brick and Mortar Office,11/07/1966,03/20/2010
225881,8040,Mcadoo Branch,7 N Kennedy Drive,Schuylkill,Mcadoo,PA,18237,Full Service Brick and Mortar Office,03/18/1968,03/20/2010
225882,8041,Great Valley Branch,77 Lancaster Avenue,Chester,Malvern,PA,19355,Full Service Brick and Mortar Office,08/05/1968,03/20/2010
225884,8042,Broad Axe Branch,25 W Skippack Pike,Montgomery,Ambler,PA,19002,Full Service Brick and Mortar Office,09/17/1965,03/20/2010
225885,8043,Collegeville Branch,222 E Main Street,Montgomery,Collegeville,PA,19426,Full Service Brick and Mortar Office,12/08/1967,03/20/2010
225886,8044,Northtowne Plaza Branch,2730 Dekalb Pike,Montgomery,East Norriton,PA,19401,Full Service Brick and Mortar Office,03/09/1960,03/20/2010
225888,8045,Audubon Branch,2672 Egypt Rd,Montgomery,Norristown,PA,19403,Full Service Brick and Mortar Office,03/25/1952,03/20/2010
225889,8046,King Of Prussia Mall Branch,694 West Dekalb Pike,Montgomery,King Of Prussia,PA,19406,Full Service Brick and Mortar Office,09/28/1956,03/20/2010
225890,8047,"Shoppes At Upper Hanover Branch, The",628 Gravel Pike,Montgomery,East Greenville,PA,18041,Full Service Brick and Mortar Office,08/01/1960,03/20/2010
225899,8051,Parkway Center Branch,929 South High St,Chester,West Chester,PA,19382,Full Service Brick and Mortar Office,12/14/1973,03/20/2010
225906,8053,Pottsville Park Plaza Branch,520 Pottsville Park Plaza,Schuylkill,Pottsville,PA,17901,Full Service Brick and Mortar Office,07/21/1975,03/20/2010
225913,8055,Cumru Township Branch,3500 Shillington Plaza,Berks,Shillington,PA,19607,Full Service Brick and Mortar Office,07/31/1978,03/20/2010
225916,8056,Schadt Avenue Branch,1155 Schadt Avenue,Lehigh,Whitehall,PA,18052,Full Service Brick and Mortar Office,07/30/1979,03/20/2010
225918,8057,Devon Square Branch,702 West Lancaster Avenue,Chester,Wayne,PA,19087,Full Service Brick and Mortar Office,09/26/1979,03/20/2010
225920,8058,Westtown Branch,1502 West Chester Pike,Chester,West Chester,PA,19382,Full Service Brick and Mortar Office,12/15/1980,03/20/2010
225935,8085,Edgewood Village Branch,679 Heacock Road,Bucks,Yardley,PA,19067,Full Service Brick and Mortar Office,08/10/1987,03/20/2010
225949,8093,Towamencin Branch,1758 Allentown Road,Montgomery,Lansdale,PA,19446,Full Service Brick and Mortar Office,11/08/1990,03/20/2010
225962,8103,Back Mountain Branch,2124 Memorial Highway,Luzerne,Dallas,PA,18612,Full Service Brick and Mortar Office,10/30/1995,03/20/2010
226005,5343,East Broadway Branch,381 East Broadway,Salt Lake,Salt Lake City,UT,84111,Full Service Brick and Mortar Office,09/15/1952,02/20/2004
226006,5339,Rose Park Branch,783 North Redwood Road,Salt Lake,Salt Lake City,UT,84116,Full Service Brick and Mortar Office,09/24/1956,02/20/2004
226007,5340,Olympus Hills Branch,3885 Wasatch Boulevard,Salt Lake,Salt Lake City,UT,84109,Full Service Brick and Mortar Office,11/17/1960,02/20/2004
226009,5341,Canyon Center Branch,9311 South 2000 East,Salt Lake,Sandy,UT,84093,Full Service Brick and Mortar Office,01/15/1979,02/20/2004
226028,6619,Rumson Branch,12 West River Road,Monmouth,Rumson,NJ,7760,Full Service Brick and Mortar Office,06/22/1974,03/20/2010
226237,6680,Englewood Branch,15 West Palisade Avenue,Bergen,Englewood,NJ,7631,Full Service Brick and Mortar Office,01/06/1973,03/20/2010
226247,8152,Highland Park Branch,400 Raritan Avenue,Middlesex,Highland Park,NJ,8904,Full Service Brick and Mortar Office,03/24/1973,03/20/2010
226250,8153,North Brunswick Georges Road Branch,775 Georges Road,Middlesex,North Brunswick,NJ,8902,Full Service Brick and Mortar Office,12/10/1977,03/20/2010
226253,8154,Piscataway Branch,1341 Stelton Road,Middlesex,Piscataway,NJ,8854,Full Service Brick and Mortar Office,06/24/1981,03/20/2010
226254,8155,North Brunswick Branch,396 Renaissance Boulevard,Middlesex,North Brunswick,NJ,8902,Full Service Brick and Mortar Office,03/01/1986,03/20/2010
226256,8156,New Brunswick Branch,120 Albany Street Plaza,Middlesex,New Brunswick,NJ,8901,Full Service Brick and Mortar Office,08/15/1988,03/20/2010
226257,8157,Franklin Township Branch,1373 Route 27,Somerset,Somerset,NJ,8873,Full Service Brick and Mortar Office,10/25/1988,03/20/2010
226258,8158,Somerset Branch,439 Elizabeth Avenue,Somerset,Somerset,NJ,8873,Full Service Brick and Mortar Office,04/20/1991,03/20/2010
226645,4375,Riverdale Branch,3200 Main Street Nw,Anoka,Coon Rapids,MN,55448,Full Service Brick and Mortar Office,02/21/1978,02/20/2004
226646,4376,Maple Grove Mall Branch,6225 Sycamore Lane N,Hennepin,Maple Grove,MN,55369,Full Service Brick and Mortar Office,09/24/1979,02/20/2004
226776,4669,Jal Branch,236 Main Street,Lea,Jal,NM,88252,Full Service Brick and Mortar Office,03/01/1948,02/20/2004
226783,4699,Raton Branch,1103 South 2nd Street,Colfax,Raton,NM,87740,Full Service Brick and Mortar Office,11/20/1972,02/20/2004
227051,6384,30th Street Branch,1800 30th Street,Rock Island,Rock Island,IL,61201,Full Service Brick and Mortar Office,07/23/1979,12/07/2007
227239,6794,Maple Shade Branch,21 North Fork Landing Road,Burlington,Maple Shade,NJ,8052,Full Service Brick and Mortar Office,08/16/1945,03/20/2010
227246,6795,Moorestown East Gate Branch,1301 Nixon Dr,Burlington,Moorestown,NJ,8057,Full Service Brick and Mortar Office,12/08/1971,03/20/2010
227278,3901,Boca Chica Branch,3310 Boca Chica Boulevard,Cameron,Brownsville,TX,78521,Full Service Brick and Mortar Office,07/13/1994,11/21/2003
227279,3902,Southmost Branch,2514 Southmost Road,Cameron,Brownsville,TX,78521,Full Service Brick and Mortar Office,11/14/1994,11/21/2003
227379,7575,13th & Pennsylvania Office,1301 Pennsylvania Avenue Nw,District Of Columbia,Washington,DC,20004,Full Service Brick and Mortar Office,12/29/1958,03/20/2010
227380,7576,Farragut North Branch,"1001 Connecticut Avenue, N.W.",District Of Columbia,Washington,DC,20036,Full Service Brick and Mortar Office,04/01/1963,03/20/2010
227385,7577,18th & K Branch,"1800 K Street, N.W.",District Of Columbia,Washington,DC,20006,Full Service Brick and Mortar Office,02/26/1973,03/20/2010
227386,7578,Connecticut & N Branch,"1300 Connecticut Avenue, N.W.",District Of Columbia,Washington,DC,20036,Full Service Brick and Mortar Office,03/18/1974,03/20/2010
227434,7909,K Street Branch,"1510 K Street, N.W.",District Of Columbia,Washington,DC,20005,Full Service Brick and Mortar Office,12/05/1939,03/20/2010
227440,7910,Capitol Hill Branch,"215 Pennsylvania Avenue, S.E.",District Of Columbia,Washington,DC,20003,Full Service Brick and Mortar Office,04/03/1978,03/20/2010
227502,5348,Timpanogos Branch,639 North State Street,Utah,Lindon,UT,84042,Full Service Brick and Mortar Office,03/16/1981,02/20/2004
227588,7870,Elmhurst Branch,5700 Portsmouth Boulevard,Portsmouth City,Portsmouth,VA,23701,Full Service Brick and Mortar Office,11/05/1971,03/20/2010
227628,5100,Nogales Downtown Branch,115 North Grand Avenue,Santa Cruz,Nogales,AZ,85621,Full Service Brick and Mortar Office,03/19/1956,02/20/2004
227634,5101,Rincon Branch,8315 East Broadway,Pima,Tucson,AZ,85710,Full Service Brick and Mortar Office,07/20/1964,02/20/2004
227635,5102,Flowing Wells Branch,1260 West Prince Road,Pima,Tucson,AZ,85705,Full Service Brick and Mortar Office,06/05/1961,02/20/2004
227640,5103,South Side Branch,145 East 22nd Street,Pima,Tucson,AZ,85713,Full Service Brick and Mortar Office,05/10/1948,02/20/2004
227643,5104,Grant Road Branch,3655 East Grant Road,Pima,Tucson,AZ,85716,Full Service Brick and Mortar Office,09/19/1966,02/20/2004
227647,5105,Tucson Medical Center Branch,5310 East Grant Road,Pima,Tucson,AZ,85712,Full Service Brick and Mortar Office,05/05/1970,02/20/2004
227649,5106,Broadway & Swan Branch,4669 East Broadway,Pima,Tucson,AZ,85711,Full Service Brick and Mortar Office,06/29/1970,02/20/2004
227652,5107,Golf Links & Kolb Branch,7191 East Golf Links Road,Pima,Tucson,AZ,85730,Full Service Brick and Mortar Office,12/11/1972,02/20/2004
227655,5108,Eastside Banking Center Branch,555 North Wilmot Road,Pima,Tucson,AZ,85711,Full Service Brick and Mortar Office,08/12/1974,02/20/2004
227663,7879,Parkville Shopping Center Branch,7639 Harford Road,Baltimore,Baltimore,MD,21234,Full Service Brick and Mortar Office,12/01/1925,03/20/2010
227665,7880,Highlandtown Branch,4820 Eastern Avenue,Baltimore City,Baltimore,MD,21224,Full Service Brick and Mortar Office,04/01/1937,03/20/2010
227666,7881,Gwynn Oak Junction Branch,4735 Liberty Heights Avenue,Baltimore City,Baltimore,MD,21207,Full Service Brick and Mortar Office,01/06/1947,03/20/2010
227672,7882,Walbrook Branch,3200 West North Avenue,Baltimore City,Baltimore,MD,21216,Full Service Brick and Mortar Office,05/23/1931,03/20/2010
227674,7883,Westside Shopping Center Branch,2320 Ashton Street,Baltimore City,Baltimore,MD,21223,Full Service Brick and Mortar Office,04/01/1919,03/20/2010
227677,7884,Reisterstown Center Branch,11975 Reisterstown Road,Baltimore,Reisterstown,MD,21136,Full Service Brick and Mortar Office,10/05/1960,03/20/2010
227678,7885,Rolling Road Branch,860 North Rolling Road,Baltimore,Catonsville,MD,21228,Full Service Brick and Mortar Office,12/10/1963,03/20/2010
227679,7886,Essex Branch,632 Eastern Boulevard,Baltimore,Essex,MD,21221,Full Service Brick and Mortar Office,08/16/1954,03/20/2010
227681,7887,Drumcastle Branch,6309 York Road,Baltimore City,Baltimore,MD,21212,Full Service Brick and Mortar Office,05/23/1955,03/20/2010
227684,7888,Catonsville Branch,582 Frederick Road,Baltimore,Catonsville,MD,21228,Full Service Brick and Mortar Office,06/06/1921,03/20/2010
227697,7890,Timonium Branch,2100 York Road,Baltimore,Timonium,MD,21093,Full Service Brick and Mortar Office,03/02/1959,03/20/2010
227702,7891,Lake Shore Plaza Branch,4305 Mountain Road,Anne Arundel,Pasadena,MD,21122,Full Service Brick and Mortar Office,06/21/1968,03/20/2010
227705,7892,Satyr Hill Branch,2012 E Joppa Rd,Baltimore,Parkville,MD,21234,Full Service Brick and Mortar Office,08/27/1970,03/20/2010
227717,7893,Chatham Mall Branch,9230 Baltimore National Pike,Howard,Ellicott City,MD,21042,Full Service Brick and Mortar Office,06/05/1974,03/20/2010
227722,7894,Hunt Valley Branch,11234 York Road,Baltimore,Cockeysville,MD,21030,Full Service Brick and Mortar Office,09/10/1975,03/20/2010
227723,7895,Restaurant Park Branch,171 Jennifer Road,Anne Arundel,Annapolis,MD,21401,Full Service Brick and Mortar Office,11/06/1975,03/20/2010
227724,7896,Crofton Branch,1623 Crofton Center,Anne Arundel,Crofton,MD,21114,Full Service Brick and Mortar Office,12/17/1975,03/20/2010
227731,7897,York Fairmount Branch,989 Fairmount Avenue,Baltimore,Towson,MD,21204,Full Service Brick and Mortar Office,12/08/1977,03/20/2010
227746,7902,Bay Forest Branch,930 Bay Ridge Road,Anne Arundel,Annapolis,MD,21403,Full Service Brick and Mortar Office,10/15/1981,03/20/2010
227748,7903,Roland Park Branch,5121 Roland Avenue,Baltimore City,Baltimore,MD,21210,Full Service Brick and Mortar Office,03/01/1982,03/20/2010
227752,7904,Parkside Branch,5040 Sinclair Lane,Baltimore City,Baltimore,MD,21206,Full Service Brick and Mortar Office,01/09/1984,03/20/2010
227754,7905,Monument Street Branch,2008 East Monument Street,Baltimore City,Baltimore,MD,21205,Full Service Brick and Mortar Office,04/09/1984,03/20/2010
227755,7906,Linthicum Branch,721 North Hammonds Ferry Road,Anne Arundel,Linthicum,MD,21090,Full Service Brick and Mortar Office,05/21/1984,03/20/2010
227764,7907,Eldersburg Branch,1427 Liberty Road,Carroll,Eldersburg,MD,21784,Full Service Brick and Mortar Office,02/22/1988,03/20/2010
227768,7908,Forest Hill Branch,1 Newport Dr,Harford,Forest Hill,MD,21050,Full Service Brick and Mortar Office,06/04/1990,03/20/2010
228059,4289,Clifton Branch,3231 I-70 Business Loop,Mesa,Clifton,CO,81520,Full Service Brick and Mortar Office,09/11/1995,11/21/2003
228553,6677,Dumont Branch,2 West Madison Avenue,Bergen,Dumont,NJ,7628,Full Service Brick and Mortar Office,07/02/1951,03/20/2010
228557,6679,Park Ridge Park Avenue Branch,100 Park Avenue,Bergen,Park Ridge,NJ,7656,Full Service Brick and Mortar Office,06/01/1964,03/20/2010
228709,8024,Falls Branch,951 Trenton Road,Bucks,Fairless Hills,PA,19030,Full Service Brick and Mortar Office,03/18/1968,03/20/2010
228924,6635,Bogota Branch,75 West Main Street,Bergen,Bogota,NJ,7603,Full Service Brick and Mortar Office,02/11/1963,03/20/2010
228925,6636,Hackensack Fairmount Branch,1 Johnson Avenue,Bergen,Hackensack,NJ,7601,Full Service Brick and Mortar Office,06/11/1959,03/20/2010
228928,6637,Lodi Branch,2 South Main Street,Bergen,Lodi,NJ,7644,Full Service Brick and Mortar Office,02/09/1959,03/20/2010
228930,6638,Saddle Brook Branch,358 Market Street,Bergen,Saddle Brook,NJ,7663,Full Service Brick and Mortar Office,02/02/1962,03/20/2010
228931,6639,South Hackensack Branch,250 Huyler Street,Bergen,South Hackensack,NJ,7606,Full Service Brick and Mortar Office,12/16/1959,03/20/2010
228933,6640,Mahwah Branch,177 Franklin Turnpike,Bergen,Mahwah,NJ,7430,Full Service Brick and Mortar Office,11/28/1969,03/20/2010
228935,6650,Cliffside Park Branch,650 Anderson Avenue,Bergen,Cliffside Park,NJ,7010,Full Service Brick and Mortar Office,06/29/1974,03/20/2010
228936,6651,Hackettstown - High Street Branch,811 High Street,Warren,Hackettstown,NJ,7840,Full Service Brick and Mortar Office,04/03/1975,03/20/2010
229227,4853,Shellsburg Branch,"114 Pearl Street, Sw",Benton,Shellsburg,IA,52332,Full Service Brick and Mortar Office,11/01/1934,02/20/2004
229498,8148,Lawrenceville Franklin Branch,130 Franklin Corner Road,Mercer,Lawrenceville,NJ,8648,Full Service Brick and Mortar Office,10/20/1969,03/20/2010
229902,5281,Blanding Branch,55 South Main Street,San Juan,Blanding,UT,84511,Full Service Brick and Mortar Office,08/15/1957,02/20/2004
229903,5282,Brigham City Branch,5 N Main Street,Box Elder,Brigham City,UT,84302,Full Service Brick and Mortar Office,01/02/1943,02/20/2004
229904,5283,Cedar City Branch,57 North Main Street,Iron,Cedar City,UT,84720,Full Service Brick and Mortar Office,01/03/1956,02/20/2004
229905,5284,Delta Branch,225 West Main Street,Millard,Delta,UT,84624,Full Service Brick and Mortar Office,07/01/1948,02/20/2004
229910,5287,Heber City Branch,5 South Main Street,Wasatch,Heber City,UT,84032,Full Service Brick and Mortar Office,07/01/1948,02/20/2004
229911,5288,Hill Air Force Base East Branch,"7981 Georgia Street, Building 442",Davis,Hill Afb,UT,84056,Full Service Brick and Mortar Office,08/06/1951,02/20/2004
229914,5291,Magna Branch,8295 West 3500 South,Salt Lake,Magna,UT,84044,Full Service Brick and Mortar Office,01/01/1881,02/20/2004
229915,5292,Moab Branch,4 N Main Street,Grand,Moab,UT,84532,Full Service Brick and Mortar Office,12/31/1955,02/20/2004
229918,5295,Mount Pleasant Branch,106 West Main Street,Sanpete,Mount Pleasant,UT,84647,Full Service Brick and Mortar Office,04/02/1962,02/20/2004
229919,5296,Fashion Place Branch,6099 South State Street,Salt Lake,Murray,UT,84107,Full Service Brick and Mortar Office,01/07/1957,02/20/2004
229920,5297,Nephi Branch,3 North Main Street,Juab,Nephi,UT,84648,Full Service Brick and Mortar Office,07/01/1948,02/20/2004
229921,5298,North Ogden Branch,2596 North 400 East,Weber,Ogden,UT,84414,Full Service Brick and Mortar Office,05/11/1960,02/20/2004
229923,5299,University Place Branch,456 E 1150 S,Utah,Orem,UT,84097,Full Service Brick and Mortar Office,10/01/1947,02/20/2004
229928,5302,Roosevelt Branch,10 North 200 East,Duchesne,Roosevelt,UT,84066,Full Service Brick and Mortar Office,07/02/1951,02/20/2004
229929,5303,Roy Branch,5603 South 1900 West,Weber,Roy,UT,84067,Full Service Brick and Mortar Office,08/03/1964,02/20/2004
229930,5304,Twentieth South Branch,2001 South Main Street,Salt Lake,Salt Lake City,UT,84115,Full Service Brick and Mortar Office,04/30/1948,02/20/2004
229931,5305,Foothill Branch,1290 Foothill Dr,Salt Lake,Salt Lake City,UT,84108,Full Service Brick and Mortar Office,11/02/1962,02/20/2004
229934,5307,First Security Branch,79 South Main Street,Salt Lake,Salt Lake City,UT,84111,Full Service Brick and Mortar Office,04/30/1948,02/20/2004
229935,5308,Sugarhouse Branch,1095 East 2100 South,Salt Lake,Salt Lake City,UT,84106,Full Service Brick and Mortar Office,04/30/1948,02/20/2004
229937,5309,Cottonwood / Holladay Branch,4711 Highland Drive,Salt Lake,Salt Lake City,UT,84117,Full Service Brick and Mortar Office,12/14/1964,02/20/2004
229938,5310,Sandy 7th East Branch,9491 South 700 East,Salt Lake,Sandy,UT,84070,Full Service Brick and Mortar Office,01/12/1966,02/20/2004
229941,5311,Industrial Center Branch,1710 South Redwood Road,Salt Lake,Salt Lake City,UT,84104,Full Service Brick and Mortar Office,03/29/1965,02/20/2004
229944,5313,Spanish Fork Branch,251 E. 1000 N,Utah,Spanish Fork,UT,84660,Full Service Brick and Mortar Office,08/27/1956,02/20/2004
229948,5315,Vernal Branch,3 East Main Street,Uintah,Vernal,UT,84078,Full Service Brick and Mortar Office,10/01/1956,02/20/2004
229949,5316,West Jordan Branch,7869 South Redwood Road,Salt Lake,West Jordan,UT,84088,Full Service Brick and Mortar Office,12/16/1961,02/20/2004
