UNINUM,Number,Name,Address,County,City,State,Zip,Service Type,Established Date,Acquired Date
520270,10011,Wilton Manors Branch,2525 North Dixie Hwy,Broward,Wilton Manors,FL,33305,Full Service Brick and Mortar Office,05/23/2011,
520271,10012,Athens Business Banking Branch,2470 Daniel Bridge Rd,Oconee,Athens,GA,30606,Limited Service Facility Office,05/23/2011,
520293,10014,Ballantyne Branch,13715 Conlan Circle,Mecklenburg,Charlotte,NC,28277,Full Service Brick and Mortar Office,05/24/2011,
520595,10018,Chicago Central Busness Banking,2 Westbrook Corporate Center,Cook,Westchester,IL,60154,Limited Service Facility Office,06/06/2011,
520922,10019,Poway Town & Country Branch,13408 Poway Rd,San Diego,Poway,CA,92064,Full Service Brick and Mortar Office,06/13/2011,
521496,10023,Baldwin Park Marketplace Branch,14460 Merced Avenue,Los Angeles,Baldwin Park,CA,91706,Full Service Brick and Mortar Office,06/27/2011,
522251,10024,Manhattan & Sepulveda Branch,1129 N Speulveda Blvd,Los Angeles,Manhattan Beach,CA,90266,Full Service Brick and Mortar Office,07/01/2010,
522252,10025,Rosemead Branch,1803 Walnut Grove Avenue,Los Angeles,Rosemead,CA,91770,Full Service Brick and Mortar Office,07/01/2010,
522254,10026,Nesbit Ferry Branch,2975 Holcomb Bridge Road,Fulton,Alpharetta,GA,30022,Full Service Brick and Mortar Office,07/01/2010,
522255,10027,Lee Road Branch,2795 Lee Road,Douglas,Lithia Springs,GA,30122,Full Service Brick and Mortar Office,07/01/2010,
522257,10029,Bandera & St Cloud Mb Branch,2844 West Woodlawn Avenue,Bexar,San Antonio,TX,78228,Limited Service Facility Office,07/01/2010,
522259,10031,East Hartford Branch,18 Main Street,Hartford,East Hartford,CT,6118,Full Service Brick and Mortar Office,07/01/2010,
522261,10033,West Paces Ferry Remote Mb Branch,"3330 Northside Pkwy, Nw",Fulton,Atlanta,GA,30327,Limited Service Facility Office,07/01/2010,
522262,10034,Gainesville Main Mb Branch,511 Race Street,Hall,Gainesville,GA,30501,Limited Service Facility Office,07/01/2010,
522264,10036,Dutch Square Branch,101 Dutch Square Blvd,Richland,Columbia,SC,29210,Full Service Brick and Mortar Office,07/01/2010,
522269,10040,Barefoot Commons Branch,3910 Highway 17 South,Horry,North Myrtle Beach,SC,29582,Full Service Brick and Mortar Office,07/01/2010,
522270,10041,Pharr Road Branch,31 Pharr Road Nw,Fulton,Atlanta,GA,30305,Full Service Brick and Mortar Office,07/01/2010,
522300,10043,Nc Pasquotank County 1 Branch,1704 Weeksville Road,Pasquotank,Elizabeth City,NC,27909,Limited Service Mobile Office,08/11/2011,
526214,10044,Naples Pb Office,9110 Strada Place,Collier,Naples,FL,34108,Limited Service Facility Office,10/04/2011,
527079,10045,Sharp's Run Shopping Center Branch,179 Route 70,Burlington,Medford,NJ,8055,Full Service Brick and Mortar Office,11/14/2011,
527080,10046,59th Avenue & Thomas Branch,5840 West Thomas Road,Maricopa,Phoenix,AZ,85031,Full Service Brick and Mortar Office,11/14/2011,
528040,10049,Annapolis Pb - Satellite Branch,1906 Towne Center Boulevard,Anne Arundel,Annapolis,MD,21401,Limited Service Facility Office,01/10/2012,
529272,10050,Williamson County 1 Branch,1950 South A W Grimes Blvd,Williamson,Round Rock,TX,78664,Limited Service Mobile Office,12/12/2011,
530134,10051,Porter Ranch Branch,19767 Rinaldi Street,Los Angeles,Northridge,CA,91326,Full Service Brick and Mortar Office,03/26/2012,
531775,10052,University Of Nevada - Reno Branch,87 Stadium Way,Washoe,Reno,NV,89557,Limited Service Facility Office,06/12/2012,
531793,10053,Va Loudoun County 1 Branch,21200 Campus Drive,Loudoun,Sterling,VA,20164,Limited Service Mobile Office,06/30/2012,
531794,10054,Va Fairfax County 1 Branch,8333 Little River Turnpike,Fairfax,Annandale,VA,22003,Limited Service Mobile Office,06/30/2012,
531796,10056,Dc District Of Columbia County 1,125 Michigan Avenue Ne,District Of Columbia,Washington,DC,20017,Limited Service Mobile Office,06/30/2012,
533510,10059,Janaf Branch,1280 Military Hwy,Norfolk City,Norfolk,VA,23502,Full Service Brick and Mortar Office,07/01/2011,
533512,10060,360 West Branch,8300 Hull Street Rd.,Chesterfield,North Chesterfield,VA,23235,Full Service Brick and Mortar Office,07/01/2011,
533517,10062,Florida International University Branch,11200 Sw 8th Street,Miami-Dade,Miami,FL,33199,Full Service Brick and Mortar Office,07/18/2011,
533519,10063,Monarch Lakes Branch,14701 Miramar Pkwy,Broward,Miramar,FL,33027,Full Service Brick and Mortar Office,07/01/2011,
533522,10064,Eastland Mall Mb Branch,5637 Albemarle Rd,Mecklenburg,Charlotte,NC,28212,Limited Service Facility Office,07/01/2011,
533530,10065,Clemson Corner Branch,7860 Wormans Mill Road,Frederick,Frederick,MD,21701,Full Service Brick and Mortar Office,07/01/2011,
533537,10070,Oyster Point Branch,600 Thimble Shoals Blvd.,Newport News City,Newport News,VA,23606,Full Service Brick and Mortar Office,07/01/2011,
533538,10071,Olde Towne Portsmouth Branch,600 Crawford Street,Portsmouth City,Portsmouth,VA,23704,Full Service Brick and Mortar Office,07/01/2011,
533543,10072,Pantops Branch,1420 Rolkin Ct,Albemarle,Charlottesville,VA,22911,Full Service Brick and Mortar Office,07/01/2011,
533544,10073,High Point Main Remote Mb Branch,203 East Martin Luther King Jr. Drive,Guilford,High Point,NC,27260,Limited Service Facility Office,07/01/2011,
534148,10077,Garden City Park Branch,2499 Jericho Turnpike,Nassau,Garden City Park,NY,11040,Full Service Brick and Mortar Office,10/08/2012,
535444,10082,Alhambra Main Branch,701 East Main Street,Los Angeles,Alhambra,CA,91801,Full Service Brick and Mortar Office,12/17/2012,
535451,10083,Kansas City Pb Office,7500 College Boulevard,Johnson,Overland Park,KS,66210,Limited Service Facility Office,07/11/2011,
535549,10084,Palm Promenade Branch,640 Dennery Road,San Diego,San Diego,CA,92154,Full Service Brick and Mortar Office,11/13/2012,
538370,10085,Vineland Avenue Branch,10911 Ventura Boulevard,Los Angeles,Studio City,CA,91604,Full Service Brick and Mortar Office,12/10/2012,
538371,10086,Fort Mohave Branch,4825 South Highway 95,Mohave,Fort Mohave,AZ,86426,Full Service Brick and Mortar Office,12/10/2012,
538613,10087,Noma Capitol Plaza Branch,"1200 First Street, Ne",District Of Columbia,Washington,DC,20002,Full Service Brick and Mortar Office,04/15/2013,
540526,10088,Capitol Hill Branch,401 Broadway Avenue East,King,Seattle,WA,98102,Full Service Brick and Mortar Office,06/20/2013,
540581,10089,Lsg Los Angeles Pb Office,1800 Century Park E.,Los Angeles,Los Angeles,CA,90067,Limited Service Facility Office,06/24/2013,
540609,10091,Fl Lee County Fgcu 1 Branch,10501 Fgcu Boulevard South,Lee,Fort Myers,FL,33965,Limited Service Mobile Office,07/01/2013,
541075,10097,Hillhurst Branch,2035 Hillhurst Avenue,Los Angeles,Los Angeles,CA,90027,Full Service Retail Office,10/15/2012,
541077,10099,Ca Sacramento County 3 Branch,1600 Exposition Boulevard,Sacramento,Sacramento,CA,95815,Limited Service Mobile Office,07/12/2012,
541078,10100,Md Baltimore County 1 Branch,8000 York Road,Baltimore,Towson,MD,21252,Limited Service Mobile Office,09/05/2012,
541079,10101,Md Baltimore City 2 Branch,1700 East Cold Spring Lane,Baltimore City,Baltimore,MD,21251,Limited Service Mobile Office,09/05/2012,
541080,10102,Md Baltimore City 4 Branch,1420 North Charles Street,Baltimore City,Baltimore,MD,21201,Limited Service Mobile Office,09/05/2012,
541081,10103,Md Baltimore City 5 Branch,2901 Liberty Heights Avenue,Baltimore City,Baltimore,MD,21215,Limited Service Mobile Office,09/05/2012,
541083,10105,Rowland Heights Branch,19708 Colima Road,Los Angeles,Rowland Heights,CA,91748,Full Service Brick and Mortar Office,03/08/2013,
541085,10107,Nc Watauga County Branch,438 Academy Street,Watauga,Boone,NC,28608,Limited Service Mobile Office,07/02/2012,
541089,10111,Va City Of Richmond 1 Branch,701 West Broad Street,Richmond City,Richmond,VA,23220,Limited Service Mobile Office,06/10/2013,
541090,10112,University And Mill Branch,20 East University Drive,Maricopa,Tempe,AZ,85281,Full Service Brick and Mortar Office,06/03/2013,
541091,10113,Bend Pb - Satellite Office,650 Southwest Bond Street,Deschutes,Bend,OR,97702,Limited Service Facility Office,07/02/2012,
542031,10115,Md Baltimore City 3 Branch,2500 W North Avenue,Baltimore City,Baltimore,MD,21216,Limited Service Mobile Office,09/05/2012,
542733,10117,Union Square Branch,104 East 14th Street,New York,New York,NY,10003,Full Service Brick and Mortar Office,07/22/2013,
542734,10118,West Malibu Branch,30745 Pacific Coast Highway,Los Angeles,Malibu,CA,90265,Full Service Brick and Mortar Office,08/05/2013,
542735,10119,Exton Square Mall Nd Branch,260 Exton Square Mall,Chester,Exton,PA,19341,Limited Service Messenger Office,08/21/2013,
542736,10120,Deptford Mall Nd Branch,1750 Deptford Center Road,Gloucester,Deptford,NJ,8096,Limited Service Messenger Office,08/22/2013,
543342,10127,Riverchase Galleria Nd Branch,3000 Riverchase Galleria,Jefferson,Hoover,AL,35244,Limited Service Messenger Office,09/19/2013,
543344,10128,Triangle Town Center Nd Branch,5959 Triangle Town Blvd,Wake,Raleigh,NC,27616,Limited Service Messenger Office,09/17/2013,
544685,10129,Issaquah Highlands Branch,"1527 Highlands Drive, Ne",King,Issaquah,WA,98029,Full Service Brick and Mortar Office,10/14/2013,
544686,10130,Westfield Annapolis Nd Branch,2002 Annapolis Mall,Anne Arundel,Annapolis,MD,21401,Limited Service Messenger Office,10/09/2013,
544688,10131,Eastchester Branch,375 White Plains Road,Westchester,Eastchester,NY,10709,Full Service Brick and Mortar Office,09/30/2013,
544689,10132,Silver Firs Safeway Branch,5802 134th Place S.E.,Snohomish,Everett,WA,98208,Full Service Retail Office,10/03/2013,
544691,10134,Arbor Place Mall Nd Branch,6700 Douglas Blvd,Douglas,Douglasville,GA,30135,Limited Service Messenger Office,10/08/2013,
544692,10135,Westfield Wheaton Nd Branch,11160 Veirs Mill Road,Montgomery,Wheaton,MD,20902,Limited Service Messenger Office,10/08/2013,
546060,10136,Clarksburg Village Center Branch,12101 Chestnut Branch Way,Montgomery,Clarksburg,MD,20871,Full Service Brick and Mortar Office,11/18/2013,
546061,10137,East Hialeah Branch,581 W 49th Street,Miami-Dade,Hialeah,FL,33012,Full Service Brick and Mortar Office,11/18/2013,
546068,10141,San Pablo Raley's In-Store Branch,3360 San Pablo Dam Road,Contra Costa,San Pablo,CA,94803,Full Service Retail Office,12/02/2013,
546084,10142,Mountain Gate Branch,330 West Foothill Pkwy,Riverside,Corona,CA,92882,Full Service Brick and Mortar Office,12/16/2013,
546085,10143,Sixth & 26th Branch,777 Avenue Of The Americas,New York,New York,NY,10001,Full Service Brick and Mortar Office,12/16/2013,
551099,10153,Santa Barbara Pb Office,118 E. Carrillo Street,Santa Barbara,Santa Barbara,CA,93101,Limited Service Facility Office,02/17/2014,
552029,10154,Mill Creek Branch,16330 Bothell Everett Hwy,Snohomish,Mill Creek,WA,98012,Full Service Brick and Mortar Office,03/24/2014,
552777,10155,Foothill Square Branch,10700 Macarthur Blvd,Alameda,Oakland,CA,94605,Full Service Brick and Mortar Office,04/14/2014,
553035,10156,Houston Pb Branch,1800 Hughes Landing Blvd,Montgomery,The Woodlands,TX,77380,Limited Service Facility Office,04/22/2014,
553040,10157,U Street Branch,"1934 14th Street, Nw",District Of Columbia,Washington,DC,20009,Full Service Brick and Mortar Office,04/28/2014,
553942,10158,Crown Farm Branch,107 Crown Park Avenue,Montgomery,Gaithersburg,MD,20878,Full Service Brick and Mortar Office,05/12/2014,
553943,10159,Mt Vernon Square Branch,490 L Street Nw,District Of Columbia,Washington,DC,20001,Full Service Retail Office,05/13/2014,
556608,10160,Lomita Branch,2201 Pacific Coast Highway,Los Angeles,Lomita,CA,90717,Full Service Brick and Mortar Office,06/02/2014,
556609,10161,North Point Village Center Branch,1498 Northpoint Village Center,Fairfax,Reston,VA,20194,Full Service Brick and Mortar Office,06/02/2014,
556616,10163,Csula Cyber Store Branch,5154 State University Drive,Los Angeles,Los Angeles,CA,90032,Limited Service Facility Office,05/19/2014,
556617,10164,Glendora Towne Center Branch,625 South Lone Hill Avenue,Los Angeles,Glendora,CA,91740,Full Service Brick and Mortar Office,05/19/2014,
556618,10165,Mid Beach Branch,6870 Collins Avenue,Miami-Dade,Miami Beach,FL,33141,Full Service Brick and Mortar Office,05/19/2014,
557090,10166,Wilmington Pb - Satellite Office,6752 Rock Spring Road,New Hanover,Wilmington,NC,28405,Limited Service Facility Office,06/30/2014,
557655,10171,32nd St & Camelback Branch,3102 East Camelback Road,Maricopa,Phoenix,AZ,85016,Full Service Brick and Mortar Office,07/01/2013,
557656,10172,Broadway Centre Branch,7080 Broadway,San Diego,Lemon Grove,CA,91945,Full Service Brick and Mortar Office,07/01/2013,
557657,10173,Isla Vista Branch,6530 Pardall Road,Santa Barbara,Isla Vista,CA,93117,Full Service Brick and Mortar Office,01/06/2014,
557658,10174,Stevenson Ranch Branch,25662 The Old Road,Los Angeles,Stevenson Ranch,CA,91381,Full Service Brick and Mortar Office,07/01/2013,
557659,10175,Medina Branch,330 Clydesdale Trail,Hennepin,Medina,MN,55340,Full Service Brick and Mortar Office,07/01/2013,
557660,10176,Dickinson West Ridge Branch,3071 West Ridge Drive,Stark,Dickinson,ND,58601,Full Service Brick and Mortar Office,02/03/2014,
557661,10177,Bellevue Kelsey Creek Branch,15015 Main Street,King,Bellevue,WA,98007,Full Service Brick and Mortar Office,03/10/2014,
557663,10179,South Bend Business Banking Branch,1251 North Eddy Street,St Joseph,South Bend,IN,46617,Limited Service Facility Office,07/01/2013,
557665,10181,Utep Cyberbranch Branch,500 West University Avenue,El Paso,El Paso,TX,79968,Limited Service Facility Office,07/01/2013,
557666,10182,Ventura Technology Branch,601 East Daily Drive,Ventura,Camarillo,CA,93010,Limited Service Facility Office,07/01/2013,
557668,10184,Saint Louis Trust Office Branch,1 North Jefferson Avenue,Saint Louis (City),Saint Louis,MO,63103,Limited Service Trust Office,07/01/2013,
557669,10185,Greenville Trust Office Branch,695 East Arlington Boulevard,Pitt,Greenville,NC,27858,Limited Service Trust Office,07/01/2013,
557670,10186,Marin Pb Office Branch,770 Tamalpais Drive,Marin,Corte Madera,CA,94925,Limited Service Facility Office,07/01/2013,
557671,10187,"Private Bank San Luis Obispo Pb Office, The Branch",711 Tank Farm Road,San Luis Obispo,San Luis Obispo,CA,93401,Limited Service Facility Office,07/01/2013,
557672,10188,Coeur D Alene Pb Office Branch,2100 Northwest Boulevard,Kootenai,Coeur D Alene,ID,83814,Limited Service Facility Office,07/01/2013,
557673,10189,Idaho Falls Pb Office Branch,900 Pier View Drive,Bonneville,Idaho Falls,ID,83402,Limited Service Facility Office,07/01/2013,
557674,10190,Indianapolis Pb Office,300 North Meridian Street,Marion,Indianapolis,IN,46204,Limited Service Facility Office,07/01/2013,
557678,10194,West Palm Beach Pb - Satellite Office Branch,450 South Australian Avenue,Palm Beach,West Palm Beach,FL,33401,Limited Service Facility Office,07/01/2013,
557679,10195,Chapel Hill Pb - Satellite Office Branch,1220 Environ Way,Orange,Chapel Hill,NC,27517,Limited Service Facility Office,07/01/2013,
557680,10196,Radnor Pb - Satellite Office Branch,555 East Lancaster Avenue,Delaware,Radnor,PA,19087,Limited Service Facility Office,07/01/2013,
557689,10205,Great Falls Downtown Mb Branch,312 2nd Avenue North,Cascade,Great Falls,MT,59401,Limited Service Facility Office,07/01/2013,
557698,10214,Ca Sacramento County 2 Branch,3835 Freeport Boulevard,Sacramento,Sacramento,CA,95822,Limited Service Mobile Office,07/01/2013,
557699,10215,Fl Dade County Branch,3000 Northeast 151st Street,Miami-Dade,North Miami,FL,33181,Limited Service Mobile Office,07/01/2013,
557700,10216,Md Montgomery County 1 Branch,8100 Connecticut Avenue,Montgomery,Chevy Chase,MD,20815,Limited Service Mobile Office,07/01/2013,
557701,10217,Guilford College Branch,5800 West Friendly Avenue,Guilford,Greensboro,NC,27410,Limited Service Mobile Office,07/01/2013,
557702,10218,Nc Alamance County Branch,"100 Campus Drive, Moseley Center",Alamance,Elon,NC,27244,Limited Service Mobile Office,07/01/2013,
557703,10219,Nc Buncombe County 1 Branch,340 Victoria Road,Buncombe,Asheville,NC,28801,Limited Service Mobile Office,07/01/2013,
557704,10220,Nc Cumberland County Branch,1200 Murchison Road,Cumberland,Fayetteville,NC,28301,Limited Service Mobile Office,07/01/2013,
557705,10221,Nc Jackson County Branch,"Highway 107, 220 Hf Robinson Admin",Jackson,Cullowhee,NC,28723,Limited Service Mobile Office,07/01/2013,
557706,10222,Nc Wilkes County 1 Branch,1328 South Collegiate Drive,Wilkes,Wilkesboro,NC,28697,Limited Service Mobile Office,07/01/2013,
557707,10223,Saint Augustine's College Branch,1315 Oakwood Avenue,Wake,Raleigh,NC,27610,Limited Service Mobile Office,07/01/2013,
557708,10224,Shaw University Branch,118 East South Street,Wake,Raleigh,NC,27601,Limited Service Mobile Office,07/01/2013,
557709,10225,Nv Washoe County 1 Branch,275 Neighborhood Way,Washoe,Spanish Springs,NV,89441,Limited Service Mobile Office,07/01/2013,
557710,10226,Sc Bamberg County 1 Branch,500 Solomon Blatt Boulevard,Bamberg,Denmark,SC,29042,Limited Service Mobile Office,07/01/2013,
557711,10227,Sc Bamberg County 2 Branch,1411 Voorhees Road,Bamberg,Denmark,SC,29042,Limited Service Mobile Office,07/01/2013,
557712,10228,Sc Charleston County Branch,66 George Street,Charleston,Charleston,SC,29424,Limited Service Mobile Office,07/01/2013,
557713,10229,Sc Horry County Branch,755 Highway 544,Horry,Conway,SC,29526,Limited Service Mobile Office,07/01/2013,
557715,10231,Sc Richland County Branch,901 Sumter Street,Richland,Columbia,SC,29208,Limited Service Mobile Office,07/01/2013,
557716,10232,Tx-Randall County 1 Branch,2501 4th Avenue,Randall,Canyon,TX,79016,Limited Service Mobile Office,07/01/2013,
557718,10234,Duluth Trust Office,222 West Superior Street,St. Louis,Duluth,MN,55802,Limited Service Trust Office,07/01/2013,
557719,10235,Tacoma Pb Office Branch,1201 Pacific Avenue,Pierce,Tacoma,WA,98402,Limited Service Facility Office,07/01/2013,
557721,10237,Naples Abbot Downing Trust Office Branch,305 5th Avenue South,Collier,Naples,FL,34102,Limited Service Trust Office,07/01/2013,
557722,10238,New York Abbot Downing Trust Office Branch,330 Madison Avenue,New York,New York,NY,10017,Limited Service Trust Office,07/01/2013,
557723,10239,Scottsdale Abbot Downing Trust Office Branch,6720 North Scottsdale Road,Maricopa,Scottsdale,AZ,85253,Limited Service Trust Office,07/01/2013,
557724,10240,Rancho Santa Fe Trust Office Branch,6046 El Tordo Street,San Diego,Rancho Santa Fe,CA,92067,Limited Service Trust Office,07/01/2013,
558105,10242,Palomar Place Branch,961 Palomar Airport Road,San Diego,Carlsbad,CA,92011,Full Service Brick and Mortar Office,08/04/2014,
